score,sentence1,sentence2
3.8,زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است,زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است
1.8,زنی که کفش ندارد ، روی پتو زیر چتر اسطوخودوس نشسته است,مرد بیرون زیر چتر بنفش نشسته است
2.835,زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است,مرد بیرون زیر چتر بنفش نشسته است
3,زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است,مرد بیرون زیر چتر بنفش نشسته است
5,این زن در پارک با دو پسر جوان بازی می کند,زنی در پارک با دو پسر جوان بازی می کند
4.3,زنی در پارک با دو پسر جوان بازی می کند,هیچ زنی در پارک با دو پسر جوان بازی نمی کند
4.9,خانمی نزدیک سه فرزند ایستاده است,زنی نزدیک سه فرزند ایستاده است
3.7,زنی نزدیک سه فرزند ایستاده است,هیچ زنی در نزدیکی سه فرزند ایستاده نیست
3,زنی در پارک با دو پسر جوان بازی می کند,خانمی نزدیک سه فرزند ایستاده است
2.7,هیچ زنی در نزدیکی سه فرزند ایستاده نیست,زنی در پارک با دو پسر جوان بازی می کند
2.1,زنی نزدیک سه فرزند ایستاده است,هیچ زنی در پارک با دو پسر جوان بازی نمی کند
3.5,یک سگ زرد در یک روز آفتابی روی برف سفید متوقف می شود,یک سگ زرد در یک روز آفتابی بر روی برف سفید می دود
4.9,یک سگ برنزه از میان برف ها می دود,سگی که برنزه است ، از میان برف ها می دود
3.7,یک سگ برنزه در برف استراحت می کند,یک سگ برنزه از میان برف ها می دود
3.8,یک سگ زرد در یک روز آفتابی بر روی برف سفید می دود,سگی که برنزه است ، از میان برف ها می دود
3,یک سگ زرد در یک روز بسیار آفتابی در حال دویدن برف سفید است,یک سگ برنزه از میان برف ها می دود
3.9,دختری شلوار جین و پیراهن صورتی پوشیده و در حال دویدن است,دختری با پیراهن صورتی می دود و شلوار جین به تن ندارد
4.9,دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است,یک دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است
3.2,دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است,دختری با پیراهن صورتی می دود و شلوار جین به تن ندارد
3.8,دختری شلوار جین و پیراهن صورتی پوشیده و در حال دویدن است,دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است
4.9,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک به یک سگ قهوه ای است,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است
3.6,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است,سگ سفید گوش های گوزن شمالی پوشیده و نزدیک یک سگ قهوه ای نیست
3.3,گوزن های شمالی که گوش سگ دارند ، نزدیک یک گوزن شمالی است,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است
4.5,یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند,یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با سگی با کت قهوه ای در چمن بازی می کند
4.2,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک به یک سگ قهوه ای است,یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند
4.4,یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند,سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است
4.9,کودکی که جوان است در مسیری خاکی ناهموار دوچرخه سواری می کند,یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند
3.7,کودک خردسالی با دوچرخه در مسیری خاکی ناهموار قدم می زند,یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند
4.9,پسر جوان در حال دوچرخه سواری خاکی از میان گل و لای است,پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است
3.7,پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است,هیچ پسر جوانی وجود ندارد که از میان گل و لای دوچرخه خاکی سوار شود
3.8,یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند,پسر جوان در حال دوچرخه سواری خاکی از میان گل و لای است
3.4,کودک خردسالی با دوچرخه در مسیری خاکی ناهموار قدم می زند,پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است
4.8,زن با لباس قرمز به دیواری که از آجر ساخته شده تکیه داده و ساز می زند,زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند
4,زن با لباس قرمز به دیواری که از آجر ساخته شده تکیه داده و ساز می زند,زنی با لباس قرمز در حال نواختن ساز است
3.9,زن با لباس قرمز به دیوار آجری تکیه نمی دهد و ساز نمی زند,زنی با لباس قرمز در حال نواختن ساز است
3.1,زنی با لباس قرمز دارد وسیله ای را کنار می گذارد,زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند
4,زنی با لباس قرمز در حال نواختن ساز است,زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند
4.9,کودک خردسال کت سفید پوشیده و بازی می کند,کودکی که جوان است ، کت سفید پوشیده و بازی می کند
